country,income,changed_behaviors,outside_space
korea,Fourth quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Fourth quintile,Yes,0
korea,Third quintile,Yes,0
korea,Prefer not to answer,Yes,1
korea,Third quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Third quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Second quintile,No,0
korea,First quintile ,Yes,1
korea,First quintile ,Yes,1
korea,Second quintile,Yes,1
korea,Second quintile,Yes,1
korea,Third quintile,Yes,0
korea,First quintile ,No,0
korea,Second quintile,No,1
korea,First quintile ,Yes,1
korea,Third quintile,Yes,0
korea,Third quintile,Yes,0
korea,First quintile ,Yes,0
korea,First quintile ,Yes,0
korea,Second quintile,Yes,0
korea,Third quintile,Yes,0
korea,Fifth quintile,Yes,1
korea,Third quintile,Yes,1
korea,Fourth quintile,No,0
korea,Third quintile,Yes,0
korea,Fifth quintile,Yes,1
korea,Second quintile,Yes,0
korea,Third quintile,Yes,0
korea,Fifth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Third quintile,Yes,1
korea,Second quintile,No,0
korea,First quintile ,Yes,1
korea,First quintile ,No,0
korea,Fourth quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,First quintile ,Yes,1
korea,Fifth quintile,Yes,1
korea,Second quintile,Yes,1
korea,Third quintile,Yes,1
korea,Third quintile,Yes,1
korea,Second quintile,No,0
korea,Second quintile,Yes,0
korea,Third quintile,Yes,0
korea,Second quintile,No,1
korea,Prefer not to answer,Yes,0
korea,First quintile ,Yes,0
korea,Fourth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Second quintile,No,1
korea,First quintile ,Yes,0
korea,Fourth quintile,Yes,1
korea,First quintile ,No,1
korea,Fourth quintile,Yes,1
korea,First quintile ,No,0
korea,Fourth quintile,Yes,1
korea,Third quintile,Yes,1
korea,First quintile ,Yes,0
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Third quintile,No,0
korea,Fourth quintile,Yes,1
korea,Third quintile,Yes,0
korea,First quintile ,Yes,1
korea,Second quintile,Yes,1
korea,Third quintile,Yes,1
korea,First quintile ,Yes,1
korea,Second quintile,Yes,1
korea,Fifth quintile,No,1
korea,Third quintile,Yes,1
korea,Fourth quintile,No,1
korea,First quintile ,Yes,0
korea,Fourth quintile,Yes,0
korea,Third quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Third quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Third quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Third quintile,Yes,0
korea,First quintile ,Yes,1
korea,Third quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Third quintile,Yes,1
korea,First quintile ,No,0
korea,Third quintile,Yes,1
korea,Third quintile,Yes,0
korea,Third quintile,Yes,1
korea,Third quintile,No,1
korea,Fourth quintile,Yes,0
korea,Fifth quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,First quintile ,Yes,0
korea,Second quintile,Yes,1
korea,Third quintile,Yes,0
korea,First quintile ,No,0
korea,Second quintile,No,0
korea,First quintile ,No,0
korea,Third quintile,Yes,1
korea,Third quintile,Yes,1
korea,First quintile ,Yes,0
korea,Third quintile,Yes,0
korea,Third quintile,Yes,0
korea,Third quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,First quintile ,No,1
korea,Second quintile,Yes,0
korea,Fifth quintile,Yes,1
korea,First quintile ,No,1
korea,First quintile ,Yes,1
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Second quintile,Yes,0
korea,Second quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,Second quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,First quintile ,No,0
korea,Second quintile,Yes,1
korea,Prefer not to answer,Yes,1
korea,Fourth quintile,Yes,1
korea,Second quintile,Yes,1
korea,Third quintile,Yes,1
korea,Fifth quintile,Yes,0
korea,Fourth quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,First quintile ,Yes,0
korea,Third quintile,Yes,1
korea,Second quintile,No,1
korea,First quintile ,Yes,1
korea,Fourth quintile,Yes,1
korea,Third quintile,Yes,1
korea,Second quintile,Yes,0
korea,Fifth quintile,No,1
korea,Fourth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Fifth quintile,Yes,1
korea,Second quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,Second quintile,Yes,0
korea,First quintile ,Yes,1
korea,First quintile ,Yes,1
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,First quintile ,Yes,0
korea,Second quintile,Yes,0
korea,First quintile ,Yes,1
korea,Fourth quintile,Yes,0
korea,First quintile ,No,0
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Second quintile,Yes,0
korea,Fifth quintile,Yes,1
korea,Prefer not to answer,Yes,0
korea,Third quintile,Yes,0
korea,Third quintile,Yes,0
korea,First quintile ,No,0
korea,Third quintile,Yes,1
korea,Fifth quintile,No,0
korea,Fifth quintile,Yes,0
korea,Fifth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,First quintile ,Yes,0
korea,Fifth quintile,Yes,1
korea,Third quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Second quintile,Yes,0
korea,Third quintile,Yes,1
korea,Third quintile,Yes,0
korea,Third quintile,Yes,0
korea,First quintile ,No,1
korea,Third quintile,Yes,0
korea,First quintile ,No,0
korea,Prefer not to answer,Yes,1
korea,Third quintile,Yes,1
korea,First quintile ,Yes,0
korea,Third quintile,Yes,1
korea,Fifth quintile,Yes,0
korea,Third quintile,Yes,0
korea,Second quintile,Yes,0
korea,Third quintile,Yes,1
korea,First quintile ,Yes,1
korea,Fourth quintile,Yes,1
korea,Second quintile,Yes,1
korea,Fifth quintile,Yes,0
korea,Fifth quintile,Yes,1
korea,Second quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Second quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Fifth quintile,Yes,1
korea,Second quintile,Yes,0
korea,Fifth quintile,Yes,0
korea,Third quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,First quintile ,Yes,0
korea,Fourth quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Fifth quintile,Yes,1
korea,Third quintile,Yes,1
korea,Fifth quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,Third quintile,Yes,0
korea,First quintile ,Yes,0
korea,Fourth quintile,Yes,0
korea,Fifth quintile,Yes,0
korea,Third quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Third quintile,Yes,0
korea,Third quintile,Yes,0
korea,Fifth quintile,Yes,0
korea,Second quintile,Yes,0
korea,Second quintile,No,1
korea,First quintile ,Yes,0
korea,Fourth quintile,Yes,1
korea,Third quintile,Yes,0
korea,Second quintile,Yes,0
korea,First quintile ,Yes,1
korea,Third quintile,Yes,0
korea,Third quintile,Yes,1
korea,First quintile ,Yes,0
korea,Second quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,First quintile ,No,0
korea,First quintile ,Yes,1
korea,Third quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Second quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Second quintile,No,0
korea,Third quintile,Yes,1
korea,First quintile ,Yes,1
korea,Third quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Third quintile,Yes,0
korea,Fifth quintile,No,0
korea,Fourth quintile,Yes,0
korea,Fifth quintile,No,0
korea,Fifth quintile,Yes,1
korea,Second quintile,Yes,0
korea,Fourth quintile,No,0
korea,Third quintile,No,1
korea,Fifth quintile,No,0
korea,First quintile ,Yes,1
korea,Third quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Second quintile,Yes,1
korea,Prefer not to answer,Yes,1
korea,Third quintile,Yes,0
korea,Prefer not to answer,Yes,0
korea,Prefer not to answer,Yes,0
korea,Fifth quintile,Yes,1
korea,Fifth quintile,Yes,0
korea,Second quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Second quintile,Yes,0
korea,Third quintile,Yes,0
korea,Prefer not to answer,Yes,0
korea,Third quintile,Yes,1
korea,Fifth quintile,Yes,0
korea,First quintile ,Yes,1
korea,Second quintile,Yes,0
korea,First quintile ,Yes,0
korea,First quintile ,Yes,1
korea,Third quintile,Yes,1
korea,Third quintile,Yes,0
korea,Second quintile,Yes,1
korea,First quintile ,Yes,0
korea,Fourth quintile,Yes,0
korea,Second quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Third quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,First quintile ,No,0
korea,First quintile ,No,0
korea,Third quintile,Yes,1
korea,Third quintile,Yes,0
korea,Second quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Fourth quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,First quintile ,Yes,0
korea,Second quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Fifth quintile,Yes,0
korea,Third quintile,No,1
korea,Fourth quintile,Yes,1
korea,Prefer not to answer,Yes,1
korea,Fourth quintile,No,0
korea,Third quintile,Yes,1
korea,First quintile ,Yes,0
korea,First quintile ,Yes,1
korea,Fourth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Second quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,First quintile ,Yes,1
korea,Second quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,Fourth quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,Second quintile,Yes,0
korea,Fourth quintile,Yes,1
korea,First quintile ,Yes,0
korea,Fourth quintile,Yes,0
korea,Second quintile,Yes,1
korea,Fifth quintile,Yes,1
korea,First quintile ,Yes,0
korea,Fifth quintile,Yes,1
korea,First quintile ,Yes,0
korea,Fifth quintile,Yes,1
korea,Second quintile,Yes,1
korea,First quintile ,Yes,0
korea,Fourth quintile,Yes,1
korea,Third quintile,Yes,0
korea,Fifth quintile,No,0
korea,Fifth quintile,No,0
korea,Fifth quintile,Yes,0
korea,Third quintile,Yes,1
korea,Fourth quintile,Yes,1
korea,First quintile ,Yes,0
korea,Fifth quintile,Yes,0
korea,Second quintile,Yes,0
korea,Prefer not to answer,No,0
korea,Fourth quintile,Yes,1
korea,First quintile ,Yes,0
korea,Second quintile,Yes,0
uk,Fourth quintile,No,1
uk,Third quintile,Yes,1
uk,Fourth quintile,No,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,No,0
uk,First quintile ,Yes,1
uk,Fourth quintile,No,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Prefer not to answer,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Second quintile,No,1
uk,Second quintile,Yes,1
uk,First quintile ,Yes,0
uk,First quintile ,Yes,1
uk,First quintile ,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,No,1
uk,First quintile ,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,0
uk,First quintile ,Yes,1
uk,Fourth quintile,No,1
uk,First quintile ,Yes,1
uk,Fifth quintile,No,1
uk,Second quintile,Yes,1
uk,Fifth quintile,No,1
uk,Second quintile,Yes,1
uk,First quintile ,Yes,0
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,0
uk,First quintile ,Yes,0
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,First quintile ,Yes,1
uk,First quintile ,No,1
uk,Fourth quintile,Yes,1
uk,First quintile ,No,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,No,1
uk,Second quintile,Yes,0
uk,Third quintile,No,1
uk,First quintile ,No,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,0
uk,Second quintile,Yes,0
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Second quintile,No,1
uk,Second quintile,No,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Third quintile,Yes,0
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,0
uk,First quintile ,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fifth quintile,No,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,No,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,No,1
uk,Fifth quintile,Yes,0
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,0
uk,Fifth quintile,Yes,0
uk,Prefer not to answer,Yes,0
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Prefer not to answer,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,No,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,No,1
uk,Fourth quintile,Yes,1
uk,First quintile ,Yes,0
uk,First quintile ,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,No,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Prefer not to answer,Yes,0
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Prefer not to answer,Yes,1
uk,First quintile ,Yes,1
uk,Second quintile,Yes,0
uk,Second quintile,Yes,0
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,No,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,0
uk,Prefer not to answer,Yes,1
uk,First quintile ,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,No,1
uk,First quintile ,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,0
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,No,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,First quintile ,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,0
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,0
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Third quintile,No,1
uk,Second quintile,Yes,1
uk,Third quintile,Yes,1
uk,Prefer not to answer,No,1
uk,Second quintile,Yes,0
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Third quintile,Yes,0
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,No,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,No,0
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fifth quintile,No,1
uk,Second quintile,Yes,1
uk,First quintile ,Yes,1
uk,First quintile ,No,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,No,1
uk,Third quintile,Yes,1
uk,First quintile ,No,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,0
uk,First quintile ,Yes,1
uk,Third quintile,Yes,0
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,0
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,0
uk,First quintile ,Yes,0
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,First quintile ,Yes,0
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,No,1
uk,Prefer not to answer,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,First quintile ,Yes,1
uk,First quintile ,No,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,No,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,First quintile ,Yes,1
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,No,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Prefer not to answer,No,1
uk,First quintile ,Yes,1
uk,First quintile ,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Second quintile,No,0
uk,First quintile ,Yes,1
uk,First quintile ,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,No,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,First quintile ,Yes,0
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,No,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,First quintile ,No,1
uk,Third quintile,Yes,1
uk,Second quintile,No,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,No,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,First quintile ,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,No,1
uk,Fourth quintile,Yes,1
uk,First quintile ,No,1
uk,First quintile ,Yes,1
uk,Fourth quintile,No,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,0
uk,Second quintile,Yes,1
uk,First quintile ,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Prefer not to answer,Yes,1
uk,First quintile ,No,1
uk,Second quintile,No,1
uk,Fifth quintile,Yes,1
uk,First quintile ,No,1
uk,Fourth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,0
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,No,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,No,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,First quintile ,Yes,1
uk,First quintile ,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,0
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Prefer not to answer,Yes,1
uk,Fifth quintile,No,1
uk,Fifth quintile,No,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,First quintile ,Yes,1
uk,Third quintile,No,0
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,First quintile ,No,1
uk,First quintile ,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,0
uk,Third quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Second quintile,Yes,1
uk,Third quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Third quintile,Yes,1
uk,Second quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,No,1
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,Second quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,Fourth quintile,Yes,1
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,0
uk,Fifth quintile,Yes,1
uk,First quintile ,Yes,1
uk,Fourth quintile,Yes,0
